id	filename	md5	size	state
6adeb3ef-4d4d-4e3f-945e-c4e39fad122d	68617c39-3baa-4f30-9ad1-ae550ff38cd9.rna_seq.augmented_star_gene_counts.tsv	b2774b569e2090fa3b2d126ea97bf008	4217810	released
e8933f08-7c25-4423-af0f-d5431a4da6a3	ee50be7c-b1e6-4223-a396-c557437509b6.rna_seq.augmented_star_gene_counts.tsv	ebf07e28920c1be22cbd26ea0c7effc6	4240589	released
938c8a89-f60e-45d4-9055-6ef27f73d936	32467e4b-2c19-4b8f-b4da-0982058d7220.rna_seq.augmented_star_gene_counts.tsv	2c5c3ab9f51615d845dc3c9859df1dbf	4240120	released
fdb27f75-f853-44f8-a5c4-1ecf6ff27412	0a356e2f-05a8-4037-b6d5-218d58d24e5a.rna_seq.augmented_star_gene_counts.tsv	6e725da31dedb161cfc4b4f21065fcc4	4236142	released
be6dc660-6d65-443e-9865-432eea2ad1aa	137b6651-a874-4806-9700-d303642c6ea8.rna_seq.augmented_star_gene_counts.tsv	f0d262024bd0a76d439ab96fc25adb8c	4225824	released
5dbdee96-ea4e-4a0c-8ebe-55a99be125d7	6cce95fe-f659-4f46-9cb6-efe5f8a92246.rna_seq.augmented_star_gene_counts.tsv	ae563f51d4c74758521af07d3c14e3c5	4217124	released
90e2ec57-78b3-4aa3-9613-2be94e2bf716	fe5b1f22-3dca-4d1a-bd88-e276f27444d5.rna_seq.augmented_star_gene_counts.tsv	69bf8209a5f931addba211b7c1e0c20e	4204010	released
36697eb3-31ab-4c81-9f93-5e812fec5ffa	2d830b5f-3499-4555-b686-70e6df233924.rna_seq.augmented_star_gene_counts.tsv	26e6f6b19fc75c74dc4db6599e5107bd	4227187	released
ddaed459-ab19-4f75-a1a9-72761287c6f5	152343f6-832e-4077-83d3-1589ef71b472.rna_seq.augmented_star_gene_counts.tsv	0ed639f7025733b467ce55e3a50f9247	4242095	released
c410d37e-e445-4f5f-8937-e6796dd52364	4cc96a03-4717-465b-b0c6-dfb947ff3c5e.rna_seq.augmented_star_gene_counts.tsv	389bd4ec6c26198dc7988f135fc34388	4246237	released
ac1b4443-36d4-4cb0-8297-6edae4520c9d	fdcd32e4-2c80-4215-a64f-9e33d5eb68db.rna_seq.augmented_star_gene_counts.tsv	0d8584f608965e398bb0216ed51f4fa7	4243562	released
d1633c45-ff9d-4fdb-bf27-28fedf653eb1	07ae4f59-8955-43ae-b8e4-04d40a4af8c3.rna_seq.augmented_star_gene_counts.tsv	901807d1c29a2ad4a3c852243112bd83	4228454	released
e67fccdf-1110-46fa-898e-6626f65508da	927291ce-9a1d-464e-a15a-cc0656cc7055.rna_seq.augmented_star_gene_counts.tsv	a0629beb58eb0db872b3dfe504073eab	4230913	released
f15bfb93-71dc-4593-9ef4-e5e909a8fe64	51b2184b-d837-47df-b157-8759c5fa2101.rna_seq.augmented_star_gene_counts.tsv	5126d0889067f68bad931165f73fe49a	4230904	released
88473424-2ecc-4684-af54-42d6fad65ad1	43f847d6-bb0a-46f0-9193-dabf72330b4f.rna_seq.augmented_star_gene_counts.tsv	7bc3369f7584860f59873b7009b42582	4242665	released
f90ba917-21bf-4822-bc55-00f933c9ec34	b12ce56d-b73f-4a80-8d53-08fc1ac97ccb.rna_seq.augmented_star_gene_counts.tsv	0d2010be57b663501775dc8ddf9c7810	4238907	released
962bc9cc-9173-4fb5-ac07-ae576e7eca76	da8c5a43-b0e1-4bef-a6f8-2da7c7be0474.rna_seq.augmented_star_gene_counts.tsv	a72d5dcf54df40b6a100031c12295cfd	4244594	released
